Store Number,Store Name,Address,City
10714-101544,"Olive& Main, Porterville","12 South Main Street, Pomerado Plaza Porterville CA",Porterville
6444-44139,"Poway & Oak Knoll, Poway","12202 Poway Road, 104, Twin Peaks Shopping Center Poway CA",Poway
5772-5564,"Pomerado & Twin Peaks, Poway",14835 Pomerado Road Poway CA,Poway
5707-8106,Poway & Community Rd.,"13479 Poway Road, Suite 602 Poway CA",Poway
25611-241826,Scripps Poway Parkway & Pomerado,12245 Scripps Poway Parkway Poway CA,Poway
16006-162928,Target Poway T-296,14823 Pomerado Rd Poway CA,Poway
74953-102366,Safeway - Prunedale #1204,17539 Vierra Canyon Prunedale CA,Prunedale
5896-233008,Vierra Canyon & Hwy 101,17535 Vierra Canyon Rd Prunedale CA,Prunedale
73676-80275,Albertsons-Ramona #6725,1459 Main St Ramona CA,Ramona
17355-168504,"13th & Main, Ramona",1315 Main Street Ramona CA,Ramona
48618-263724,Albertsons - Rancho Bernardo #3179,12475 Rancho Bernardo Rd Rancho Bernardo CA,Rancho Bernardo
74590-108481,Vons - Rancho Bernardo #2079,11986 BERNARDO PLAZA DR RANCHO BERNARDO CA,RANCHO BERNARDO
74187-119285,Safeway - Rancho Cordova #1746,10635 Folsom Blvd. Rancho Cordova CA,Rancho Cordova
75818-96847,Marriott Rancho Cordova Lobby,"11211 Point East Dr, Capital Village Rancho Cordova CA",Rancho Cordova
13557-107473,International & Zinfandel - RC,"3195 Zinfandel Dr., 1 Rancho Cordova CA",Rancho Cordova
27080-246665,Folsom & Dawes,"10345 Folsom Blvd, Rancho Cordova Town Center Rancho Cordova CA",Rancho Cordova
5764-3273,Hwy 50 at Zinfandel,10820 Olson Drive Rancho Cordova CA,Rancho Cordova
14829-136406,Sunrise & Zinfandel RC,1971 Zinfandel Drive Rancho Cordova CA,Rancho Cordova
5105-147204,Target Rancho Cordova T-2463,10881 Olson Dr Rancho Cordova CA,Rancho Cordova
8676-72761,Tributary Point & Hazel - RC,12195 Tributary Point Drive Rancho Cordova CA,Rancho Cordova
6663-72681,Sunrise & White Rock,"3110 Sunrise Blvd., Victoria Gardens Rancho Cordova CA",Rancho Cordova
9509-96446,Day Creek & Foothill,8025 Day Creek Blvd. Rancho Cucamonga CA,Rancho Cucamonga
8942-263704,Victoria Gardens South Mainstreet,"12443 S. Mainstreet, Space 1250 Rancho Cucamonga CA",Rancho Cucamonga
13681-108130,Carnelian & 19th,"8678 19th Street, 100 Rancho Cucamonga CA",Rancho Cucamonga
6752-75820,Foothill & Spruce,10831 Foothill Blvd. Rancho Cucamonga CA,Rancho Cucamonga
9625-95615,Foothill & Archibald,9754 Foothill Blvd. Rancho Cucamonga CA,Rancho Cucamonga
74525-63240,Vons-Rancho Cucamonga #2147,8778  19th St Rancho Cucamonga CA,Rancho Cucamonga
47588-258973,Albertsons - Rancho Cucamonga 3177,"8850 Foothill Blvd, Day Creek Village Rancho Cucamonga CA",Rancho Cucamonga
6673-65581,Day Creek & Highland,"12273 Highland Avenue, 100, Victoria Gardens Rancho Cucamonga CA",Rancho Cucamonga
28475-250162,Teavana - Victoria Gardens,"12478 N. Main St., Unit No. 3320 Rancho Cucamonga CA",Rancho Cucamonga
3940-146324,Target Rancho Cucamonga T-301,10576 Foothill Blvd Rancho Cucamonga CA,Rancho Cucamonga
26995-245954,Ralphs Rancho Cucamonga # 13,7369 Milliken Ave Rancho Cucamonga CA,Rancho Cucamonga
73545-53560,Albertsons - Rancho Cucamonga #6520,"11358 Kenyon Way, Terra Vista Village Rancho Cucamonga CA",Rancho Cucamonga
5916-35279,Baseline & Haven,"10540 Baseline Road, B Rancho Cucamonga CA",Rancho Cucamonga
20162-171186,Macy's-Victoria Gardens #533,7855 Kew Ave Rancho Cucamunga CA,Rancho Cucamunga
6819-81601,Country Club & Monterey Avenue,"40101 Monterey Avenue, G1 Rancho Mirage CA",Rancho Mirage
48195-261614,Albertsons - Rancho Mirage 6586,40101 Monterey Ave Rancho Mirage CA,Rancho Mirage
25820-242448,Hwy 111 & Magnesia Falls,"42500 Bob Hope Drive, A, The Riverbank @ Rancho Mirage Rancho Mirage CA",Rancho Mirage
5922-35899,Bob Hope Drive & Hwy 111,"71800 HWY 111, Ste A-119 Rancho Mirage CA",Rancho Mirage
17631-171184,Ralphs-Palos Verdes #720,"30019 Hawthorne Blvd, Golden Cove Shopping Center Rancho Palos Verdes CA",Rancho Palos Verdes
6926-88400,Palos Verdes Dr. West & Hawthorne,"31202 Palos Verdes Dr. West, Las Flores Rancho Palos Verdes CA",Rancho Palos Verdes
9288-95983,Oso & Antonio,"28562 Oso Parkway, #F, Santa Margarita Marketplace Rancho Santa Margarita CA",Rancho Santa Margarita
5755-14050,Santa Margarita Pkwy & 241,"30465 Avenida De Las Flores, #D, Plaza Antonio Rancho Santa Margarita CA",Rancho Santa Margarita
6542-46580,Antonio & La Promesa,"22421 Antonio Parkway, F-100 Rancho Santa Margarita CA",Rancho Santa Margarita
73441-35219,Albertsons - Mssn Viejo #6552,27702 Crown Valley Pkwy Rancho Santa Margarita CA,Rancho Santa Margarita
74557-25887,Pavilions -Rancho Santa Marg. #2217,22451 Antonio Pkwy. Rancho Santa Margarita CA,Rancho Santa Margarita
5267-433,Santa Margarita Pkwy & Antonio Pkwy,31437 Santa Margarita Parkway Rancho Santa Margarita CA,Rancho Santa Margarita
76395-92526,Target Rancho Santa Margarita T-914,30602 Santa Margarita Pkwy Rancho Santa Margarita CA,Rancho Santa Margarita
24030-231626,Antelope & I-5,"265 Antelope Blvd, Red Bluff Shopping Center Red Bluff CA",Red Bluff
6639-67720,Main & Luther - Red Bluff,1058 South Main Street Red Bluff CA,Red Bluff
10581-100395,I-5 & Adobe - Red Bluff,"525 Adobe Rd, A, Placer Heights Shopping Center Red Bluff CA",Red Bluff
9903-98975,Placer Heights - Redding,"3425 Placer Street, Suite A Redding CA",Redding
79628-107174,Safeway - Redding #1826,1070 East Cypress Ave Redding CA,Redding
74338-84120,Safeway-Redding #1954,990 Cypress Ave Redding CA,Redding
23683-232506,Target - Redding T-615,1280 Dana Dr Redding CA,Redding
9492-96993,Lake & Hilltop - Redding,"155 E. Lake Blvd., Churn Creek Plaza Redding CA",Redding
6625-64339,Cypress & Churn Creek- Redding,"1030 East Cypress Avenue, A Redding CA",Redding
74338-116385,Safeway - Redding #1954,"990 Cypress Ave, Churn Creek Retail Center Redding CA",Redding
11166-97892,Churn Creek & Lancers - Redding,"1240 Churn Creek Road, 100 Redding CA",Redding
13399-103343,Bonnyview & Eastside - Redding,"2400 S. Bonnyview Rd., 100 Redding CA",Redding
5739-10116,1400 Eureka Way - Redding,1400 Eureka Way Redding CA,Redding
22308-215004,Lugonia & Wabash,1755 E. Lugonia Avenue Redlands CA,Redlands
73620-87553,Albertsons-Redlands #6519,"450 W Cypress Ave, Orange Tree Marketplace Redlands CA",Redlands
10004-98481,Alabama & Orange Tree Lane,1265 Alabama Street Redlands CA,Redlands
76159-93363,Target Redlands T-1869,27320 Lugonia Ave Redlands CA,Redlands
23319-226064,Redlands & Clark,625 East Redlands Blvd. Redlands CA,Redlands
8907-94885,"Lugonia & Alabama, Redlands","27512 W.  Lugonia Avenue, A Redlands CA",Redlands
74981-103364,Vons - Redlands #1734,522 NORTH ORANGE Redlands CA,Redlands
5693-1231,Orange & Pearl- Redlands,"627 Orange St, Suite D Redlands CA",Redlands
5630-1960,South Bay Galleria - Redondo Beach,"1815 Hawthorne Blvd, #144 Redondo Beach CA",Redondo Beach
76433-95641,Target Redondo Beach T-1980,1601 Kingsdale Ave Redondo Beach CA,Redondo Beach
74868-94831,Vons - Redondo Beach #1623,4001 Inglewood Ave Redondo Beach CA,Redondo Beach
583-232,Riviera Village (Redondo Beach),1749 S. Elena Redondo Beach CA,Redondo Beach
5546-1686,Artesia & Flagler - Redondo Bch.,1904 Artesia Blvd. Redondo Beach CA,Redondo Beach
5617-1916,Pacific Coast Hwy & Diamond St.,300 N. Pacific Coast Highway Redondo Beach CA,Redondo Beach
27005-97579,Ralphs-Redondo Beach #120,1413 Hawthorne Blvd Redondo Beach CA,Redondo Beach
6650-69220,Woodside & Gordon - Redwood City,820 Woodside Road Redwood City CA,Redwood City
74143-24432,Safeway-Redwood City #305,"1071 El Camino Real, Redwood Shores Marketplace Redwood City CA",Redwood City
5420-742,Redwood Shores,264 Redwood Shores Parkway Redwood City CA,Redwood City
25372-240744,Broadway & Hamilton,2225 Broadway Avenue Redwood City CA,Redwood City
555-497,Sequoia Station Redwood City,"1045 El Camino Real, Marsh Manor Redwood City CA",Redwood City
6585-65621,Marsh & Florence - Redwood City,995 Marsh Road Redwood City CA,Redwood City
3472-72901,El Camino & Woodside RWC,1900 El Camino Real Redwood City CA,Redwood City
5574-1836,Veterans & Walnut Redwood City,400 Walnut Road Redwood City CA,Redwood City
3459-92385,El Camino & Whipple - Redwood City,490 El Camino Real Redwood City CA,Redwood City
76156-88909,Target Redwood City T-321,2485 El Camino Real Redwood City CA,Redwood City
8860-95135,"Manning & Reed, Reedley","1081 W. Manning Ave., Reseda Garden Center Reedley CA",Reedley
6745-78191,Reseda & Vanowen,6840 Reseda Blvd Reseda CA,Reseda
5959-45579,Tampa & Victory,"19313 Victory Boulevard, 1 Reseda CA",Reseda
2996-93285,Riverside & Valley,1611 S. Riverside Avenue Rialto CA,Rialto
10222-99070,Riverside & I-210,2004 North Riverside Rialto CA,Rialto
76934-89720,Target Richmond T-1507,"4500 Macdonald Ave, Vista Del Mar Center Richmond CA",Richmond
6662-72254,Richmond Pkwy & San Pablo,"15521 San Pablo Avenue, A1, Ridgecrest Towne Center Richmond CA",Richmond
6959-88601,China Lake & Drummond,750-A N. China Lake Blvd. Ridgecrest CA,Ridgecrest
73592-80260,Albertsons-Ridgecrest #6331,"927 S China Lake Blvd, Colony Commercial Ridgecrest CA",Ridgecrest
6899-84501,Colony & Jack Tone - Ripon,1402 Colony Road Ripon CA,Ripon
9417-95209,Oakdale & Patterson - Riverbank,"2252 Patterson Road, Crossroads Regional Center Riverbank CA",Riverbank
10662-96931,Oakdale & Claribel - Riverbank,"2213 Claribel Road, A Riverbank CA",Riverbank
76495-99395,Target Modesto/Riverbank T-2096,2425 Clarabel Rd Riverbank CA,Riverbank
74672-95989,Vons-Riverside #2659,3520 Riverside Ave Riverside CA,Riverside
7974-95460,Pierce & 91 Fwy,"3950 Pierce Street, Suite N Riverside CA",Riverside
2892-91364,Arlington & Brockton,"3707 Arlington Avenue, Tyler Center Riverside CA",Riverside
6616-67300,Magnolia & Tyler Center,"3782 Tyler Street, C, University Village Riverside CA",Riverside
5370-1092,University & Iowa - Riverside,"1201 University Avenue, Ste. 101 Riverside CA",Riverside
74670-96200,Vons-Riverside #2688,6170 Hamner Ave Riverside CA,Riverside
11463-103816,"Van Buren & King, Riverside","16810 Van Buren Blvd., 101 Riverside CA",Riverside
11025-103449,Van Buren & Arlington,"6390 Van Buren Blvd., 102 Riverside CA",Riverside
16007-162926,Target Riverside T-291,3333 Arlington Ave Riverside CA,Riverside
10224-99737,La Sierra & Indiana,3312 La Sierra Ave. Riverside CA,Riverside
6977-39999,Arlington & 91 Fwy,3434 Arlington Avenue Riverside CA,Riverside
5369-1133,Galleria at Tyler Mall Floor 2,2264 Galleria at Tyler Riverside CA,Riverside
10666-101361,"Blaine & Iowa, Riverside","1280 W. Blaine Street, A Riverside CA",Riverside
24630-223790,UCR at Glen Mor,400 W Big Springs Rd Riverside CA,Riverside
10889-102536,"3rd & Market , Riverside",3311 Market Street Riverside CA,Riverside
6864-80841,"Wood & Van Buren, Riverside","19040 Van Buren Blvd., 115 Riverside CA",Riverside
9628-97235,"Canyon Crest & Central, Riverside","5225 Canyon Crest Drive, 88 Riverside CA",Riverside
73641-93058,Albertsons-Riverside #6514,8938 Trautwein Rd Riverside CA,Riverside
11236-104237,Arlington & Streeter,"5200 Arlington Avenue, Jurupa Valley Spectrum Riverside CA",Riverside
5685-5119,Clay & Limonite,"8022 Limonite Ave, Suite 107 Riverside CA",Riverside
17691-164144,Alessandro & Mission Grove,"371 Alessandro Blvd., Galleria at Tyler Riverside CA",Riverside
28381-250045,Teavana - Galleria at Tyler,"1299 Galleria at Tyler, #G209 Riverside CA",Riverside
6429-240505,Rocklin & I-80 Rocklin,"4875 Granite Drive, Stanford Ranch Rocklin CA",Rocklin
6938-75005,Stanford Ranch & Park - Rocklin,"3211 Stanford Ranch Road, Pad B-1 Rocklin CA",Rocklin
21584-210184,Target Rocklin T-2604,"51404 Commons Dr, Campus Plaza Shopping Center Rocklin CA",Rocklin
3474-72741,Rocklin & Sierra College - Rocklin,"5070 Rocklin Road, A Rocklin CA",Rocklin
2841-92480,Sunset & West Oaks - Rocklin,"2110 Sunset Blvd., 100 Rocklin CA",Rocklin
10227-100032,Blue Oaks & Lone Tree - Rocklin,"6612 Lone Tree Blvd., Crossroads at Stanford Ranch Rocklin CA",Rocklin
5499-178104,Stanford Ranch & Sunset,6021 Stanford Ranch Rocklin CA,Rocklin
74226-57279,Safeway - Rocklin #1866,2220 Sunset Blvd Rocklin CA,Rocklin
20862-179164,Sierra College & I-80,"5494 Crossings Drive, Pad 8 Rocklin CA",Rocklin
5418-179167,Rohnert Park & Commerce,6277 Commerce Blvd Rohnert Park CA,Rohnert Park
76163-92527,Target Rohnert Park T-852,475 Rohnert Park Expy W Rohnert Park CA,Rohnert Park
6762-79380,Rohnert Park & Labath - Rohnert Pk,459 Rohnert Park Expressway W Rohnert Park CA,Rohnert Park
21674-201809,Graton Hotel & Casino,630 Park Ct Rohnert Park CA,Rohnert Park
2888-93243,Cotati & Bodway - Rohnert Park,1716 East Cotati Avenue Rohnert Park CA,Rohnert Park
6658-73840,Golf Course & Country Club,969 A Golf Course Drive Rohnert Park CA,Rohnert Park
79576-104114,Safeway - Rohnert Park #918,"6340 Commerce Blvd, The Avenue of the Peninsula Rohnert Park CA",Rohnert Park
5819-21121,Promenade on the Peninsula,"550 Deep Valley Drive, #179 Rolling Hills CA",Rolling Hills
518-462,Silver Spur & Hawthorne,46 A Peninsula Center Rolling Hills Estates CA,Rolling Hills Estates
74241-25927,Vons-Rolling Hills Estates #2233,7 Peninsula Ctr Rolling Hills Estates CA,Rolling Hills Estates
17458-178487,Albertsons-Rosamond #6337,2547 W Rosamond Blvd Rosamond CA,Rosamond
21249-210126,Target Rosemead T-1411,"3600 Rosemead Boulevard, San Gabriel Plaza Rosemead CA",Rosemead
6651-74906,"San Gabriel & Garvey, Rosemead","3000 San Gabriel Blvd., Rosemead Place Rosemead CA",Rosemead
5976-43199,"Rosemead & The 10 Fwy, Rosemead","3620 Rosemead Blvd., Palisades Plaza Rosemead CA",Rosemead
6559-66900,"Roseville & Sunrise, Roseville",1410 East Roseville Parkway Roseville CA,Roseville
14059-191004,Pleasant Grove& Foothills Blvd,"1241 Pleasant Grove Blvd., Roseville Square Roseville CA",Roseville
7929-95596,Douglas & Harding,"415 Roseville Square, A Roseville CA",Roseville
74300-67061,Safeway-Roseville #1617,8640 Sierra College Blvd. Roseville CA,Roseville
74441-85280,Safeway-Roseville #2620,"9045 Woodcreek Oaks, Galleria at Roseville Roseville CA",Roseville
28241-249817,Teavana - Galleria at Roseville,"1151 Galleria Blvd., #2060 Roseville CA",Roseville
11237-101992,Fairway Creek & Five Star,"9450 Fairway Drive, 100 Roseville CA",Roseville
74301-67040,Safeway-Roseville #1899,989 Sunrise Avenue Roseville CA,Roseville
74297-67060,Safeway-Roseville #1890,1080 Pleasant Grove Blvd. Roseville CA,Roseville
11333-241845,Sunrise & Cirby Roseville,"998 Sunrise Ave, 115 Roseville CA",Roseville
17018-166364,Galleria Roseville Promenade,"1151 Galleria Blvd, Space 1163, Woodcreek Village Roseville CA",Roseville
6492-60839,Woodcreek & Pleasant Grove,"4001 Woodcreek Oaks Blvd., E, Renaissance Creek Roseville CA",Roseville
6491-60219,Douglas & Sierra College,"8690 Sierra College Blvd., 110 Roseville CA",Roseville
623-372,Douglas & Rocky Ridge,"2030 Douglas Blvd, Suite 12, Brickyard Shopping Center Roseville CA",Roseville
5270-700,West Roseville,"4000 Foothills Boulevard, Suite 100, Cirby Village Roseville CA",Roseville
6710-72742,Cirby & Riverside - Roseville,709 Cirby Way Roseville CA,Roseville
6617-166224,Galleria Roseville,"1151 Galleria Boulevard, Space 9011, Creekside Town Center Roseville CA",Roseville
5796-18359,Highway 65 & Galleria Blvd,"1228 Galleria Blvd., 100 Roseville CA",Roseville
76506-99553,Target Roseville T-267,1925 Douglas Blvd Roseville CA,Roseville
13181-154309,Target Roseville North T-1502,10451 Fairway Dr Roseville CA,Roseville
2908-93390,Fairway & Pleasant Grove,"10441 Fairway Drive, Pleasant Grove Commercial Center Roseville CA",Roseville
7982-72743,Pleasant Grove & Hwy 65,"943 Pleasant Grove Blvd, 100, Puente Hills Town Center Roseville CA",Roseville
5288-228806,Azusa and 60 Fwy,"17416 ""A"" Colima Road Rowland Heights CA",Rowland Heights
5582-1849,Colima Rd. & Fairway Dr.,"19759 E. Colima Rd., Suite #1 Rowland Heights CA",Rowland Heights
76189-93365,Target Rowland Heights T-222,17751 Colima Rd Rowland Heights CA,Rowland Heights
9897-93936,Arden & Morse,"3045 Arden Way, 100 Sacramento CA",Sacramento
74911-101861,Safeway - Sacramento #1530,3320 Arden Way Sacramento CA,Sacramento
75730-95569,SMF Sac Term A Lower Level Baggage,6942 Airport Blvd. Sacramento CA,Sacramento
645-362,Howe & Arden,"2100 Arden Way, #190 Sacramento CA",Sacramento
76548-96837,Target Sacramento T-2115,"3601 N Freeway Blvd, North Natomas Place Sacramento CA",Sacramento
6882-86060,Truxel & Natomas - Sacramento,"2121 Natomas Crossing Drive, 800 Sacramento CA",Sacramento
27094-246625,28th & N Sacramento,"2701 N Street, A, College Green Shopping Center Sacramento CA",Sacramento
5895-31839,Folsom & Julliard - Sacramento,8393 Folsom Blvd. Sacramento CA,Sacramento
74475-83323,Safeway-Sacramento & 19th #2684,"1800-19th Street, Lake Crest Village Sacramento CA",Sacramento
5888-4073,Greenhaven at Florin,"1042 Florin Rd, US Bank Plaza Sacramento CA",Sacramento
5744-4069,980 9th - Sacramento,980 9th Street Sacramento CA,Sacramento
20637-196185,Riverfront Center,6000 J Street Sacramento CA,Sacramento
74478-96608,Safeway-North Natomas #2697,2851 Del Paso Rd Sacramento CA,Sacramento
13400-107350,Madison & I-80 DTO,"4354 Madison Ave., Gateway Oaks Center Sacramento CA",Sacramento
6714-74981,Gateway Oaks & El Camino,2620 Gateway Oaks Drive Sacramento CA,Sacramento
8684-94008,J & 26th Sacramento,2604 J Street Sacramento CA,Sacramento
72205-28507,Sacramento Con Ctr-13th St Cafe,1100 14th Street Sacramento CA,Sacramento
5254-515,3815 J St Sacramento,"3815 'J' Street, Union Bank Plaza Sacramento CA",Sacramento
6480-59919,Watt & Kings Way - Sacramento,"2648 Watt Ave, Ste 102, Strawberry Creek Shopping Center Sacramento CA",Sacramento
13639-107399,Bruceville & Cosumnes River,"8231 Timberlake Way, Ste 140, Home Depot Center Sacramento CA",Sacramento
5940-44939,Freeport & Meadowview - Sacramento,"1461 Meadowview Road, The Fremont Bldg. Sacramento CA",Sacramento
5883-4072,1601 P Street - Sacramento,"1501 16th Street, Suite 221 Sacramento CA",Sacramento
74367-73714,Safeway-Sacramento #2242,1025 Alhambra Blvd Sacramento CA,Sacramento
13558-107229,Power Inn & Ramona,"3615 Power Inn Road, 200 Sacramento CA",Sacramento
15639-160614,SMF Sacramento Airport Terminal B,"6900 Airport Blvd, University Village Sacramento CA",Sacramento
6626-71321,Howe & Fair Oaks - Sacramento,"458 Howe Avenue, 8, Vineyard Square Shopping Center Sacramento CA",Sacramento
5946-33519,Gerber & Power Inn - Sacramento,8030 Gerber Road Sacramento CA,Sacramento
2891-87675,Date & Madison - Sacramento,"4701 Madison Avenue, 101 Sacramento CA",Sacramento
20760-207984,Pocket & Greenhaven,"7600 Greenhaven Drive, Bldg B Sacramento CA",Sacramento
29626-254204,Target Sacramento T-0312,1919 FULTON AVENUE SACRAMENTO CA,SACRAMENTO
8625-94010,Stockton & T,2001 Stockton Street Sacramento CA,Sacramento
11238-102723,Fulton & Cottage,2119 Fulton Avenue Sacramento CA,Sacramento
20973-187684,16th & K - Sacramento,1020 16th Street Sacramento CA,Sacramento
11776-105482,Florin & Stockton,"6013 Florin Road, P, Discovery Plaza Sacramento CA",Sacramento
5536-1284,El Camino & Truxel - Natomas,"1570 West El Camino Ave, Valley Mack Plaza Sacramento CA",Sacramento
9822-98195,Mack & Hwy 99,6200 Valley Mack Rd Sacramento CA,Sacramento
2907-93175,Antelope & Daly - Sacramento,"5874 Antelope Rd, 100 Sacramento CA",Sacramento
9638-97818,Expo & Exposition,"1140 Exposition Blvd., 100 Sacramento CA",Sacramento
76657-99558,Target Sacramento T-310,2505 Riverside Blvd Sacramento CA,Sacramento
5282-745,19th & J Street - Sacramento,"1901 J Street, A Sacramento CA",Sacramento
16067-137332,American River College,4700 College Oak Dr Sacramento CA,Sacramento
79625-96835,Safeway-Carmichael #1560,"4040 Manzanita Ave, Natomas Marketplace Sacramento CA",Sacramento
5542-1442,I-80 & Truxel - Sacramento,"3511 Truxel Road, #403, Calvine Corners Sacramento CA",Sacramento
5727-3271,Calvine & Florin - Elk Grove,"8341 Elk Grove Florin Rd, Arden Plaza Sacramento CA",Sacramento
612-326,Arden & Eastern,4301 Arden Way Sacramento CA,Sacramento
